Index,Incoming Calls,Answered Calls,Answer Rate,Abandoned Calls,Answer Speed (AVG),Talk Duration (AVG),Waiting Time (AVG),Service Level (20 Seconds),Answer_Speed_Segundos,Talk_Duration_Segundos,Waiting_Time_Segundos,Answer_Rate_Decimal,Service_Level_Decimal
765,286,270,94.41%,16,0:00:20,0:02:48,0:03:06,71.48%,20,168,186,0.9440999999999999,0.7148
766,317,284,89.59%,33,0:00:30,0:02:48,0:08:16,66.03%,30,168,496,0.8959,0.6603
767,471,396,84.08%,75,0:00:59,0:02:41,0:05:29,30.80%,59,161,329,0.8408,0.308
768,48,44,91.67%,4,0:00:29,0:02:31,0:03:07,65.96%,29,151,187,0.9167000000000001,0.6596
769,375,317,84.53%,58,0:00:43,0:02:52,0:05:06,40.87%,43,172,306,0.8453,0.40869999999999995
770,327,309,94.50%,18,0:00:22,0:02:48,0:03:46,68.21%,22,168,226,0.945,0.6820999999999999
771,366,316,86.34%,50,0:00:37,0:02:44,0:05:11,53.74%,37,164,311,0.8634000000000001,0.5374
772,121,105,86.78%,16,0:00:47,0:03:00,0:08:41,60.00%,47,180,521,0.8678,0.6
773,287,266,92.68%,21,0:00:34,0:03:06,0:04:08,59.72%,34,186,248,0.9268000000000001,0.5972
774,298,277,92.95%,21,0:00:39,0:03:08,0:03:35,51.18%,39,188,215,0.9295,0.5118
775,70,56,80.00%,14,0:00:46,0:03:23,0:05:08,45.71%,46,203,308,0.8,0.4571
776,287,255,88.85%,32,0:00:40,0:03:30,0:04:09,46.81%,40,210,249,0.8885,0.4681
777,298,259,86.91%,39,0:00:30,0:03:14,0:07:15,57.97%,30,194,435,0.8691,0.5797
778,347,317,91.35%,30,0:00:30,0:03:11,0:05:52,59.77%,30,191,352,0.9135,0.5977
779,414,356,85.99%,58,0:00:43,0:03:27,0:15:32,47.15%,43,207,932,0.8599,0.4715
780,406,362,89.16%,44,0:00:37,0:03:02,0:05:17,53.48%,37,182,317,0.8916,0.5347999999999999
781,366,322,87.98%,44,0:00:35,0:03:03,0:11:12,57.06%,35,183,672,0.8798,0.5706
782,68,64,94.12%,4,0:00:14,0:02:58,0:02:04,82.35%,14,178,124,0.9412,0.8234999999999999
783,350,320,91.43%,30,0:00:37,0:03:13,0:05:39,54.18%,37,193,339,0.9143000000000001,0.5418
784,437,352,80.55%,85,0:00:52,0:03:01,0:09:33,41.26%,52,181,573,0.8055,0.41259999999999997
785,484,438,90.50%,46,0:00:45,0:02:57,0:05:47,44.79%,45,177,347,0.905,0.44789999999999996
786,405,368,90.86%,37,0:00:35,0:03:09,0:05:41,58.10%,35,189,341,0.9086,0.581
787,570,368,64.56%,202,0:01:11,0:03:24,0:25:51,23.54%,71,204,1551,0.6456000000000001,0.2354
788,424,384,90.57%,40,0:00:49,0:03:14,0:08:56,39.52%,49,194,536,0.9057,0.39520000000000005
789,60,57,95.00%,3,0:00:32,0:03:19,0:03:00,55.93%,32,199,180,0.95,0.5593
790,497,442,88.93%,55,0:00:48,0:01:36,0:10:45,57.58%,48,96,645,0.8893000000000001,0.5758
791,429,378,88.11%,51,0:00:37,0:02:05,0:10:55,55.29%,37,125,655,0.8811,0.5529
792,499,388,77.76%,111,0:00:54,0:02:15,0:16:59,47.76%,54,135,1019,0.7776000000000001,0.47759999999999997
793,510,434,85.10%,76,0:00:48,0:03:29,0:10:21,42.19%,48,209,621,0.851,0.4219
794,549,458,83.42%,91,0:01:13,0:03:35,0:09:12,29.07%,73,215,552,0.8342,0.2907
795,590,444,75.25%,146,0:01:23,0:03:34,0:08:58,19.03%,83,214,538,0.7525,0.19030000000000002
796,137,120,87.59%,17,0:00:58,0:03:11,0:05:22,33.09%,58,191,322,0.8759,0.3309
797,598,476,79.60%,122,0:00:58,0:03:39,0:08:45,32.03%,58,219,525,0.7959999999999999,0.32030000000000003
798,231,180,77.92%,51,0:01:04,0:03:33,0:09:07,33.78%,64,213,547,0.7792,0.3378
799,724,362,50.00%,362,0:02:01,0:03:55,0:12:18,11.66%,121,235,738,0.5,0.1166
800,732,367,50.14%,365,0:02:48,0:02:52,0:16:38,8.09%,168,172,998,0.5014,0.0809
801,582,301,51.72%,281,0:02:41,0:04:13,0:21:42,12.08%,161,253,1302,0.5172,0.1208
802,621,344,55.39%,277,0:02:07,0:03:29,0:12:24,14.47%,127,209,744,0.5539000000000001,0.1447
803,116,106,91.38%,10,0:00:34,0:04:23,0:04:44,62.93%,34,263,284,0.9138,0.6293
804,533,300,56.29%,233,0:02:12,0:04:03,0:12:24,12.55%,132,243,744,0.5629,0.1255
805,416,322,77.40%,94,0:01:04,0:03:34,0:06:12,38.59%,64,214,372,0.774,0.3859
806,415,259,62.41%,156,0:02:10,0:03:57,0:13:38,17.89%,130,237,818,0.6241,0.1789
807,433,289,66.74%,144,0:01:42,0:03:28,0:13:12,22.95%,102,208,792,0.6674,0.22949999999999998
808,454,284,62.56%,170,0:01:53,0:03:34,0:19:22,24.44%,113,214,1162,0.6256,0.2444
809,244,195,79.92%,49,0:01:25,0:03:51,0:11:22,36.67%,85,231,682,0.7992,0.3667
810,51,48,94.12%,3,0:00:14,0:03:26,0:03:21,84.31%,14,206,201,0.9412,0.8431000000000001
811,202,176,87.13%,26,0:00:24,0:03:42,0:05:28,67.16%,24,222,328,0.8713,0.6716
812,128,118,92.19%,10,0:00:30,0:03:42,0:07:53,74.02%,30,222,473,0.9218999999999999,0.7402
813,102,100,98.04%,2,0:00:14,0:03:32,0:03:09,85.29%,14,212,189,0.9804,0.8529000000000001
814,201,169,84.08%,32,0:00:32,0:03:25,0:06:12,58.08%,32,205,372,0.8408,0.5808
815,261,195,74.71%,66,0:01:01,0:03:27,0:07:55,37.98%,61,207,475,0.7471,0.37979999999999997
816,201,173,86.07%,28,0:00:41,0:03:15,0:06:50,59.50%,41,195,410,0.8606999999999999,0.595
817,64,61,95.31%,3,0:00:09,0:03:15,0:02:23,92.06%,9,195,143,0.9531000000000001,0.9206
818,200,168,84.00%,32,0:00:51,0:03:23,0:06:46,48.74%,51,203,406,0.84,0.4874
819,158,148,93.67%,10,0:00:30,0:03:17,0:04:08,56.69%,30,197,248,0.9367,0.5669
820,174,155,89.08%,19,0:00:26,0:03:01,0:05:10,62.35%,26,181,310,0.8908,0.6235
821,67,64,95.52%,3,0:00:26,0:03:31,0:04:58,71.21%,26,211,298,0.9551999999999999,0.7121
822,24,23,95.83%,1,0:00:23,0:02:50,0:02:01,75.00%,23,170,121,0.9582999999999999,0.75
823,106,92,86.79%,14,0:00:44,0:03:03,0:05:04,45.63%,44,183,304,0.8679000000000001,0.45630000000000004
824,52,50,96.15%,2,0:00:11,0:03:19,0:01:24,88.46%,11,199,84,0.9615,0.8845999999999999
825,223,203,91.03%,20,0:00:31,0:03:18,0:04:11,62.10%,31,198,251,0.9103,0.621
826,274,233,85.04%,41,0:00:48,0:03:27,0:05:10,36.06%,48,207,310,0.8504,0.36060000000000003
827,280,263,93.93%,17,0:00:23,0:03:13,0:03:50,67.64%,23,193,230,0.9393,0.6764
828,534,468,87.64%,66,0:00:30,0:02:46,0:04:39,57.47%,30,166,279,0.8764,0.5747
829,315,300,95.24%,15,0:00:24,0:03:11,0:02:50,70.23%,24,191,170,0.9523999999999999,0.7023
830,122,113,92.62%,9,0:00:20,0:02:58,0:02:19,76.67%,20,178,139,0.9262,0.7667
831,63,60,95.24%,3,0:00:21,0:02:51,0:02:52,74.19%,21,171,172,0.9523999999999999,0.7419
832,402,368,91.54%,34,0:00:32,0:03:07,0:03:06,54.18%,32,187,186,0.9154000000000001,0.5418
833,413,370,89.59%,43,0:00:29,0:03:10,0:03:22,58.42%,29,190,202,0.8959,0.5842
834,389,346,88.95%,43,0:00:36,0:03:21,0:05:10,49.87%,36,201,310,0.8895000000000001,0.4987
835,495,308,62.22%,187,0:01:31,0:03:25,0:16:35,18.56%,91,205,995,0.6222,0.1856
836,712,340,47.75%,372,0:02:00,0:03:26,0:16:25,12.26%,120,206,985,0.4775,0.1226
837,1057,602,56.95%,455,0:01:44,0:02:33,0:12:24,11.49%,104,153,744,0.5695,0.1149
838,620,321,51.77%,299,0:02:42,0:03:13,0:16:34,10.87%,162,193,994,0.5177,0.10869999999999999
839,1575,871,55.30%,704,0:01:32,0:02:33,0:22:45,13.93%,92,153,1365,0.5529999999999999,0.1393
840,1349,775,57.45%,574,0:01:46,0:03:10,0:15:53,12.16%,106,190,953,0.5745,0.1216
841,999,454,45.45%,545,0:02:48,0:03:14,0:13:24,4.07%,168,194,804,0.4545,0.0407
842,968,547,56.51%,421,0:02:26,0:03:18,0:14:13,11.71%,146,198,853,0.5650999999999999,0.11710000000000001
843,1066,453,42.50%,613,0:05:04,0:03:39,0:22:37,2.24%,304,219,1357,0.425,0.022400000000000003
844,788,633,80.33%,155,0:01:13,0:03:23,0:12:26,20.88%,73,203,746,0.8033,0.20879999999999999
845,252,213,84.52%,39,0:00:53,0:03:31,0:08:17,44.08%,53,211,497,0.8452,0.44079999999999997
846,842,625,74.23%,217,0:01:11,0:03:10,0:14:28,26.93%,71,190,868,0.7423000000000001,0.2693
847,847,722,85.24%,125,0:00:54,0:03:04,0:08:05,33.49%,54,184,485,0.8523999999999999,0.33490000000000003
848,800,615,76.88%,185,0:01:07,0:03:25,0:07:24,23.98%,67,205,444,0.7687999999999999,0.2398
849,1100,823,74.82%,277,0:01:08,0:03:18,0:15:31,29.65%,68,198,931,0.7482,0.2965
850,1242,909,73.19%,333,0:01:23,0:03:04,0:11:11,19.00%,83,184,671,0.7319,0.19
851,732,460,62.84%,272,0:01:31,0:03:12,0:10:29,17.92%,91,192,629,0.6284000000000001,0.17920000000000003
852,112,104,92.86%,8,0:00:34,0:03:21,0:04:13,56.36%,34,201,253,0.9286,0.5636
853,482,434,90.04%,48,0:00:41,0:03:01,0:11:01,47.44%,41,181,661,0.9004000000000001,0.4744
854,570,484,84.91%,86,0:00:51,0:03:07,0:11:48,36.90%,51,187,708,0.8491,0.369
855,490,398,81.22%,92,0:00:50,0:03:17,0:21:44,36.10%,50,197,1304,0.8122,0.361
856,462,311,67.32%,151,0:01:11,0:03:17,0:08:50,26.34%,71,197,530,0.6731999999999999,0.2634
857,428,373,87.15%,55,0:00:40,0:02:58,0:07:01,50.60%,40,178,421,0.8715,0.506
858,393,312,79.39%,81,0:01:02,0:03:16,0:08:16,31.40%,62,196,496,0.7939,0.314
859,58,50,86.21%,8,0:00:29,0:03:04,0:03:06,67.24%,29,184,186,0.8621,0.6724
860,316,279,88.29%,37,0:00:40,0:02:58,0:03:31,44.16%,40,178,211,0.8829,0.4416
861,298,274,91.95%,24,0:00:30,0:02:59,0:03:02,55.78%,30,179,182,0.9195,0.5578
862,308,275,89.29%,33,0:00:40,0:02:56,0:06:54,51.63%,40,176,414,0.8929,0.5163
863,259,242,93.44%,17,0:00:16,0:02:54,0:04:09,78.26%,16,174,249,0.9344,0.7826000000000001
864,464,391,84.27%,73,0:00:55,0:03:31,0:05:13,35.45%,55,211,313,0.8427,0.35450000000000004
865,302,275,91.06%,27,0:00:30,0:03:02,0:09:54,56.04%,30,182,594,0.9106000000000001,0.5604
866,47,45,95.74%,2,0:00:12,0:02:41,0:02:37,85.11%,12,161,157,0.9573999999999999,0.8511
867,293,279,95.22%,14,0:00:22,0:02:53,0:02:57,67.47%,22,173,177,0.9521999999999999,0.6747
868,245,225,91.84%,20,0:00:18,0:02:55,0:04:11,73.55%,18,175,251,0.9184,0.7354999999999999
869,295,227,76.95%,68,0:00:48,0:03:19,0:05:42,44.79%,48,199,342,0.7695000000000001,0.44789999999999996
870,205,196,95.61%,9,0:00:20,0:03:06,0:05:10,73.66%,20,186,310,0.9561,0.7365999999999999
871,249,215,86.35%,34,0:00:40,0:02:58,0:24:51,46.09%,40,178,1491,0.8634999999999999,0.46090000000000003
872,236,213,90.25%,23,0:00:26,0:03:14,0:03:54,63.36%,26,194,234,0.9025,0.6335999999999999
873,39,39,100.00%,0,0:00:14,0:02:30,0:02:27,87.18%,14,150,147,1.0,0.8718
874,208,194,93.27%,14,0:00:17,0:02:54,0:02:59,76.96%,17,174,179,0.9327,0.7696
875,39,38,97.44%,1,0:00:04,0:02:21,0:01:02,94.87%,4,141,62,0.9743999999999999,0.9487000000000001
876,115,110,95.65%,5,0:00:08,0:02:46,0:04:12,90.43%,8,166,252,0.9565,0.9043000000000001
877,338,308,91.12%,30,0:00:27,0:02:50,0:04:11,63.10%,27,170,251,0.9112,0.631
878,404,320,79.21%,84,0:00:45,0:02:58,0:11:53,51.39%,45,178,713,0.7920999999999999,0.5139
879,436,393,90.14%,43,0:00:26,0:02:51,0:06:13,65.26%,26,171,373,0.9014,0.6526000000000001
880,73,72,98.63%,1,0:00:07,0:02:46,0:01:43,93.15%,7,166,103,0.9863,0.9315000000000001
881,521,492,94.43%,29,0:00:17,0:02:45,0:03:23,78.94%,17,165,203,0.9443,0.7894
882,648,564,87.04%,84,0:00:27,0:02:46,0:05:25,61.36%,27,166,325,0.8704000000000001,0.6136
883,729,592,81.21%,137,0:00:55,0:02:53,0:07:29,35.83%,55,173,449,0.8120999999999999,0.3583
884,1196,718,60.03%,478,0:01:52,0:03:09,0:11:06,14.62%,112,189,666,0.6003000000000001,0.1462
885,436,323,74.08%,113,0:00:44,0:03:02,0:06:12,43.75%,44,182,372,0.7408,0.4375
886,191,178,93.19%,13,0:00:16,0:02:51,0:04:08,80.53%,16,171,248,0.9319,0.8053
887,68,68,100.00%,0,0:00:05,0:02:56,0:01:39,98.53%,5,176,99,1.0,0.9853000000000001
888,498,429,86.14%,69,0:00:34,0:03:09,0:04:12,50.71%,34,189,252,0.8614,0.5071
889,358,329,91.90%,29,0:00:21,0:03:03,0:02:15,66.95%,21,183,135,0.919,0.6695
890,340,302,88.82%,38,0:00:24,0:02:50,0:05:10,65.67%,24,170,310,0.8881999999999999,0.6567000000000001
891,322,306,95.03%,16,0:00:16,0:02:39,0:06:17,77.74%,16,159,377,0.9503,0.7774
892,296,282,95.27%,14,0:00:18,0:02:37,0:02:45,76.53%,18,157,165,0.9527,0.7653
893,264,234,88.64%,30,0:00:20,0:02:34,0:04:54,69.88%,20,154,294,0.8864,0.6988
894,52,51,98.08%,1,0:00:06,0:02:36,0:01:05,94.12%,6,156,65,0.9808,0.9412
895,266,264,99.25%,2,0:00:09,0:02:39,0:02:01,90.98%,9,159,121,0.9925,0.9098
896,242,238,98.35%,4,0:00:09,0:02:45,0:02:30,90.46%,9,165,150,0.9834999999999999,0.9046
897,241,228,94.61%,13,0:00:19,0:02:48,0:06:08,79.58%,19,168,368,0.9460999999999999,0.7958
898,279,269,96.42%,10,0:00:08,0:02:43,0:03:07,91.30%,8,163,187,0.9642000000000001,0.9129999999999999
899,73,72,98.63%,1,0:00:08,0:03:04,0:02:10,91.78%,8,184,130,0.9863,0.9178000000000001
900,226,218,96.46%,8,0:00:08,0:02:54,0:02:47,91.86%,8,174,167,0.9645999999999999,0.9186
901,43,42,97.67%,1,0:00:11,0:02:38,0:01:17,83.72%,11,158,77,0.9767,0.8371999999999999
902,311,255,81.99%,56,0:00:45,0:02:55,0:04:50,47.18%,45,175,290,0.8199,0.4718
903,251,210,83.67%,41,0:00:26,0:02:54,0:09:18,63.52%,26,174,558,0.8367,0.6352
904,339,313,92.33%,26,0:00:12,0:02:02,0:06:41,82.09%,12,122,401,0.9233,0.8209000000000001
905,323,261,80.80%,62,0:00:41,0:02:57,0:09:27,53.99%,41,177,567,0.8079999999999999,0.5399
906,289,265,91.70%,24,0:00:11,0:03:00,0:05:42,83.27%,11,180,342,0.917,0.8327
907,310,281,90.65%,29,0:00:15,0:02:41,0:02:57,79.12%,15,161,177,0.9065000000000001,0.7912
908,33,31,93.94%,2,0:00:14,0:02:53,0:02:07,84.85%,14,173,127,0.9394,0.8484999999999999
909,346,318,91.91%,28,0:00:12,0:02:36,0:03:32,82.49%,12,156,212,0.9190999999999999,0.8249
910,325,285,87.69%,40,0:00:32,0:02:45,0:09:39,60.82%,32,165,579,0.8769,0.6082
911,627,504,80.38%,123,0:00:37,0:03:20,0:19:42,56.93%,37,200,1182,0.8038,0.5693
912,905,631,69.72%,274,0:01:23,0:03:42,0:12:04,25.68%,83,222,724,0.6972,0.2568
913,1141,610,53.46%,531,0:01:46,0:03:12,0:25:51,14.55%,106,192,1551,0.5346,0.14550000000000002
914,863,511,59.21%,352,0:02:07,0:03:03,0:15:43,12.13%,127,183,943,0.5921,0.1213
915,63,56,88.89%,7,0:00:16,0:02:31,0:04:08,70.97%,16,151,248,0.8889,0.7097
916,573,487,84.99%,86,0:00:56,0:02:45,0:05:43,34.99%,56,165,343,0.8499,0.34990000000000004
917,391,323,82.61%,68,0:00:46,0:03:08,0:08:16,42.71%,46,188,496,0.8261,0.42710000000000004
918,526,355,67.49%,171,0:01:29,0:03:50,0:18:47,22.40%,89,230,1127,0.6748999999999999,0.22399999999999998
919,343,309,90.09%,34,0:00:39,0:03:24,0:05:10,48.82%,39,204,310,0.9009,0.4882
920,401,346,86.28%,55,0:00:41,0:03:13,0:05:10,44.27%,41,193,310,0.8628,0.44270000000000004
921,281,239,85.05%,42,0:00:41,0:03:07,0:03:20,42.55%,41,187,200,0.8504999999999999,0.4255
922,46,39,84.78%,7,0:00:11,0:03:09,0:04:09,80.43%,11,189,249,0.8478,0.8043
923,357,323,90.48%,34,0:00:32,0:03:08,0:07:14,60.91%,32,188,434,0.9048,0.6091
924,280,255,91.07%,25,0:00:34,0:03:02,0:03:31,52.90%,34,182,211,0.9107,0.529
925,258,247,95.74%,11,0:00:25,0:02:57,0:04:12,70.20%,25,177,252,0.9573999999999999,0.7020000000000001
926,282,255,90.43%,27,0:00:18,0:02:47,0:04:09,74.73%,18,167,249,0.9043000000000001,0.7473000000000001
927,253,240,94.86%,13,0:00:18,0:02:41,0:06:11,75.20%,18,161,371,0.9486,0.752
928,266,232,87.22%,34,0:00:37,0:02:49,0:06:11,57.59%,37,169,371,0.8722,0.5759000000000001
929,30,29,96.67%,1,0:00:10,0:03:21,0:00:49,90.00%,10,201,49,0.9667,0.9
930,258,230,89.15%,28,0:00:33,0:03:01,0:04:14,53.54%,33,181,254,0.8915000000000001,0.5354
931,293,282,96.25%,11,0:00:23,0:02:39,0:02:38,70.24%,23,159,158,0.9625,0.7023999999999999
932,377,341,90.45%,36,0:00:20,0:02:21,0:03:09,68.28%,20,141,189,0.9045000000000001,0.6828
933,196,182,92.86%,14,0:00:28,0:02:37,0:02:54,61.86%,28,157,174,0.9286,0.6186
934,192,173,90.10%,19,0:00:33,0:02:44,0:06:39,61.78%,33,164,399,0.9009999999999999,0.6178
935,185,178,96.22%,7,0:00:17,0:02:46,0:03:09,77.72%,17,166,189,0.9621999999999999,0.7772
936,27,25,92.59%,2,0:00:18,0:02:09,0:03:07,74.07%,18,129,187,0.9259000000000001,0.7406999999999999
937,222,214,96.40%,8,0:00:18,0:02:57,0:06:12,74.66%,18,177,372,0.9640000000000001,0.7465999999999999
938,217,198,91.24%,19,0:00:09,0:02:43,0:02:57,88.83%,9,163,177,0.9124,0.8883
939,204,197,96.57%,7,0:00:17,0:02:40,0:03:50,79.70%,17,160,230,0.9656999999999999,0.797
940,191,181,94.76%,10,0:00:12,0:02:46,0:04:44,87.23%,12,166,284,0.9476,0.8723000000000001
941,176,157,89.20%,19,0:00:17,0:02:51,0:04:08,73.53%,17,171,248,0.892,0.7353000000000001
942,176,163,92.61%,13,0:00:24,0:03:11,0:03:07,64.16%,24,191,187,0.9261,0.6416
943,26,26,100.00%,0,0:00:24,0:03:03,0:01:57,69.23%,24,183,117,1.0,0.6923
944,170,167,98.24%,3,0:00:16,0:02:47,0:02:08,79.41%,16,167,128,0.9823999999999999,0.7940999999999999
945,154,147,95.45%,7,0:00:21,0:03:02,0:03:47,75.16%,21,182,227,0.9545,0.7515999999999999
946,165,152,92.12%,13,0:00:17,0:02:58,0:03:40,80.75%,17,178,220,0.9212,0.8075
947,153,143,93.46%,10,0:00:19,0:03:05,0:03:15,77.63%,19,185,195,0.9346,0.7763
948,175,169,96.57%,6,0:00:11,0:02:17,0:02:12,85.63%,11,137,132,0.9656999999999999,0.8563
949,241,214,88.80%,27,0:00:29,0:03:00,0:14:33,66.23%,29,180,873,0.888,0.6623
950,14,14,100.00%,0,0:00:16,0:02:46,0:01:27,85.71%,16,166,87,1.0,0.8571
951,57,55,96.49%,2,0:00:12,0:02:35,0:02:07,85.96%,12,155,127,0.9649,0.8595999999999999
952,954,644,67.51%,310,0:01:14,0:02:05,0:11:12,26.33%,74,125,672,0.6751,0.2633
953,374,344,91.98%,30,0:00:28,0:03:03,0:08:52,61.85%,28,183,532,0.9198000000000001,0.6185
954,265,245,92.45%,20,0:00:31,0:03:05,0:03:21,56.70%,31,185,201,0.9245,0.5670000000000001
955,222,205,92.34%,17,0:00:20,0:03:12,0:02:10,72.69%,20,192,130,0.9234,0.7269
956,203,192,94.58%,11,0:00:27,0:03:04,0:04:07,68.66%,27,184,247,0.9458,0.6866
957,33,31,93.94%,2,0:00:29,0:02:15,0:05:43,78.13%,29,135,343,0.9394,0.7813
958,220,195,88.64%,25,0:00:28,0:02:45,0:03:06,59.62%,28,165,186,0.8864,0.5962
959,185,177,95.68%,8,0:00:16,0:02:33,0:03:08,80.11%,16,153,188,0.9568000000000001,0.8011
960,203,172,84.73%,31,0:00:34,0:02:53,0:05:06,52.79%,34,173,306,0.8473,0.5279
961,218,193,88.53%,25,0:00:34,0:02:58,0:07:34,61.97%,34,178,454,0.8853,0.6197
962,204,194,95.10%,10,0:00:16,0:02:52,0:03:06,81.31%,16,172,186,0.951,0.8131
963,242,211,87.19%,31,0:00:44,0:02:57,0:06:08,47.70%,44,177,368,0.8719,0.47700000000000004
964,29,29,100.00%,0,0:00:08,0:02:40,0:00:44,89.66%,8,160,44,1.0,0.8966
965,171,163,95.32%,8,0:00:24,0:02:58,0:03:19,69.23%,24,178,199,0.9531999999999999,0.6923
966,190,166,87.37%,24,0:00:46,0:02:59,0:09:20,42.25%,46,179,560,0.8737,0.4225
967,221,196,88.69%,25,0:00:33,0:02:57,0:05:25,53.67%,33,177,325,0.8869,0.5367000000000001
968,297,241,81.14%,56,0:00:49,0:03:11,0:06:52,44.83%,49,191,412,0.8114,0.4483
969,233,214,91.85%,19,0:00:26,0:02:49,0:03:53,62.50%,26,169,233,0.9185,0.625
970,198,191,96.46%,7,0:00:14,0:03:01,0:02:09,82.74%,14,181,129,0.9645999999999999,0.8273999999999999
971,15,15,100.00%,0,0:00:04,0:03:19,0:00:14,100.00%,4,199,14,1.0,1.0
972,27,25,92.59%,2,0:00:08,0:02:34,0:02:04,88.89%,8,154,124,0.9259000000000001,0.8889
973,7,6,85.71%,1,0:00:03,0:04:48,0:00:31,85.71%,3,288,31,0.8571,0.8571
974,169,144,85.21%,25,0:00:33,0:02:36,0:08:31,56.36%,33,156,511,0.8521,0.5636
975,224,206,91.96%,18,0:00:20,0:02:35,0:02:26,70.72%,20,155,146,0.9196,0.7071999999999999
976,170,160,94.12%,10,0:00:28,0:03:01,0:05:10,62.35%,28,181,310,0.9412,0.6235
977,161,149,92.55%,12,0:00:24,0:03:08,0:02:34,68.13%,24,188,154,0.9255,0.6812999999999999
978,37,35,94.59%,2,0:00:12,0:02:48,0:01:03,80.56%,12,168,63,0.9459000000000001,0.8056
979,183,169,92.35%,14,0:00:32,0:02:58,0:04:28,59.89%,32,178,268,0.9235,0.5989
980,221,206,93.21%,15,0:00:30,0:02:54,0:04:23,58.18%,30,174,263,0.9320999999999999,0.5818
981,202,193,95.54%,9,0:00:18,0:02:53,0:02:48,75.38%,18,173,168,0.9554,0.7537999999999999
982,193,163,84.46%,30,0:00:36,0:03:12,0:05:12,53.40%,36,192,312,0.8445999999999999,0.534
983,201,196,97.51%,5,0:00:10,0:02:43,0:02:32,89.00%,10,163,152,0.9751000000000001,0.89
984,193,180,93.26%,13,0:00:21,0:02:42,0:03:17,73.16%,21,162,197,0.9326000000000001,0.7315999999999999
985,27,25,92.59%,2,0:00:25,0:02:03,0:02:07,66.67%,25,123,127,0.9259000000000001,0.6667000000000001
986,227,206,90.75%,21,0:00:29,0:03:01,0:04:26,66.67%,29,181,266,0.9075,0.6667000000000001
987,225,199,88.44%,26,0:00:35,0:02:58,0:05:19,52.68%,35,178,319,0.8844,0.5268
988,204,193,94.61%,11,0:00:33,0:02:39,0:05:21,58.82%,33,159,321,0.9460999999999999,0.5882000000000001
989,221,194,87.78%,27,0:00:29,0:02:48,0:05:05,60.73%,29,168,305,0.8778,0.6073
990,172,154,89.53%,18,0:00:34,0:03:09,0:03:06,54.17%,34,189,186,0.8953,0.5417000000000001
991,161,150,93.17%,11,0:00:36,0:02:51,0:05:53,52.80%,36,171,353,0.9317,0.528
992,17,14,82.35%,3,0:00:47,0:03:08,0:02:52,41.18%,47,188,172,0.8234999999999999,0.4118
993,168,145,86.31%,23,0:00:38,0:02:57,0:04:08,50.61%,38,177,248,0.8631,0.5061
994,160,142,88.75%,18,0:00:33,0:02:44,0:09:18,54.14%,33,164,558,0.8875,0.5414
995,185,159,85.95%,26,0:00:41,0:02:56,0:05:43,42.70%,41,176,343,0.8595,0.42700000000000005
996,155,146,94.19%,9,0:00:28,0:02:49,0:03:27,65.16%,28,169,207,0.9419,0.6516
997,188,172,91.49%,16,0:00:28,0:02:39,0:03:04,59.78%,28,159,184,0.9148999999999999,0.5978
998,152,120,78.95%,32,0:00:29,0:02:54,0:06:35,53.06%,29,174,395,0.7895,0.5306000000000001
999,26,26,100.00%,0,0:00:17,0:03:01,0:01:18,80.77%,17,181,78,1.0,0.8077
1000,152,140,92.11%,12,0:00:21,0:02:58,0:06:40,70.67%,21,178,400,0.9211,0.7067
1001,130,125,96.15%,5,0:00:08,0:02:39,0:01:02,92.00%,8,159,62,0.9615,0.92
1002,191,187,97.91%,4,0:00:18,0:02:33,0:02:53,83.07%,18,153,173,0.9791,0.8306999999999999
1003,254,227,89.37%,27,0:00:33,0:02:57,0:04:35,56.57%,33,177,275,0.8937,0.5657
1004,213,188,88.26%,25,0:00:30,0:02:52,0:05:10,54.81%,30,172,310,0.8826,0.5481
1005,176,151,85.80%,25,0:00:32,0:02:45,0:06:12,55.75%,32,165,372,0.858,0.5575
1006,61,59,96.72%,2,0:00:16,0:01:31,0:03:06,80.33%,16,91,186,0.9672,0.8033
1007,166,154,92.77%,12,0:00:28,0:02:56,0:03:16,61.82%,28,176,196,0.9277,0.6182
1008,191,172,90.05%,19,0:00:21,0:02:40,0:03:23,73.77%,21,160,203,0.9005,0.7376999999999999
1009,171,157,91.81%,14,0:00:19,0:02:34,0:02:07,72.62%,19,154,127,0.9181,0.7262000000000001
1010,153,124,81.05%,29,0:00:50,0:03:04,0:06:01,45.33%,50,184,361,0.8105,0.4533
1011,183,158,86.34%,25,0:00:33,0:02:52,0:05:10,51.91%,33,172,310,0.8634000000000001,0.5191
1012,14,14,100.00%,0,0:00:15,0:03:43,0:01:32,85.71%,15,223,92,1.0,0.8571
1013,18,18,100.00%,0,0:00:03,0:02:56,0:00:06,100.00%,3,176,6,1.0,1.0
1014,159,148,93.08%,11,0:00:22,0:02:36,0:03:15,69.43%,22,156,195,0.9308,0.6943
1015,143,134,93.71%,9,0:00:22,0:02:51,0:05:10,74.10%,22,171,310,0.9370999999999999,0.741
1016,195,175,89.74%,20,0:00:29,0:02:47,0:04:11,61.58%,29,167,251,0.8974,0.6158
1017,194,150,77.32%,44,0:00:37,0:02:47,0:04:17,47.34%,37,167,257,0.7731999999999999,0.47340000000000004
1018,390,362,92.82%,28,0:00:31,0:02:50,0:05:46,59.48%,31,170,346,0.9281999999999999,0.5948
